inflected_form,base_form
হাটতে থাকবই,হাট
হাটতে থাকবও,হাট
হাটতে থাকবি,হাট
হাটতে থাকবিই,হাট
হাটতে থাকবিও,হাট
হাটতে থাকবে,হাট
হাটতে থাকবেই,হাট
হাটতে থাকবেও,হাট
হাটতে থাকবেন,হাট
হাটতে থাকবেনই,হাট
হাটতে থাকবেনও,হাট
হাটতেই,হাট
হাটতেও,হাট
হাটতেন,হাট
হাটতেনই,হাট
হাটতেনও,হাট
হাটব,হাট
হাটবই,হাট
হাটবও,হাট
হাটবি,হাট
হাটবিই,হাট
হাটবিও,হাট
হাটবে,হাট
হাটবেই,হাট
হাটবেও,হাট
হাটবেন,হাট
হাটবেনই,হাট
হাটবেনও,হাট
হাটল,হাট
হাটলই,হাট
হাটলও,হাট
হাটলাম,হাট
হাটলামই,হাট
হাটলামও,হাট
হাটলি,হাট
হাটলিই,হাট
হাটলিও,হাট
হাটলে,হাট
হাটলেই,হাট
হাটলেও,হাট
হাটলেন,হাট
হাটলেনই,হাট
হাটলেনও,হাট
হাটা,হাট
হাটাই,হাট
হাটাও,হাট
হাটার,হাট
হাটারই,হাট
হাটারও,হাট
হাটি,হাট
হাটিই,হাট
হাটিও,হাট
হাটিস,হাট
হাটিসই,হাট
হাটিসও,হাট
হাটুক,হাট
হাটুকই,হাট
হাটুকও,হাট
হাটুন,হাট
হাটুনই,হাট
হাটুনও,হাট
হাটে,হাট
হাটেই,হাট
হাটেও,হাট
হাটেন,হাট
হাটেনই,হাট
হাটেনও,হাট
হারা,হারা
হারাই,হারা
হারাইই,হারা
হারাইও,হারা
হারাও,হারা
হারাওই,হারা
হারাওও,হারা
হারাক,হারা
হারাকই,হারা
হারাকও,হারা
হারাচ্ছ,হারা
হারাচ্ছই,হারা
হারাচ্ছও,হারা
হারাচ্ছি,হারা
হারাচ্ছিই,হারা
হারাচ্ছিও,হারা
হারাচ্ছিল,হারা
হারাচ্ছিলই,হারা
হারাচ্ছিলও,হারা
হারাচ্ছিলাম,হারা
হারাচ্ছিলামই,হারা
হারাচ্ছিলামও,হারা
হারাচ্ছিলি,হারা
হারাচ্ছিলিই,হারা
হারাচ্ছিলিও,হারা
হারাচ্ছিলে,হারা
হারাচ্ছিলেই,হারা
হারাচ্ছিলেও,হারা
হারাচ্ছিলেন,হারা
হারাচ্ছিলেনই,হারা
হারাচ্ছিলেনও,হারা
হারাচ্ছিস,হারা
হারাচ্ছিসই,হারা
হারাচ্ছিসও,হারা
হারাচ্ছে,হারা
হারাচ্ছেই,হারা
হারাচ্ছেও,হারা
হারাচ্ছেন,হারা
হারাচ্ছেনই,হারা
হারাচ্ছেনও,হারা
হারাত,হারা
হারাতই,হারা
হারাতও,হারা
হারাতাম,হারা
হারাতামই,হারা
হারাতামও,হারা
হারাতি,হারা
হারাতিই,হারা
হারাতিও,হারা
হারাতে,হারা
হারাতে থাকব,হারা
হারাতে থাকবই,হারা
হারাতে থাকবও,হারা
হারাতে থাকবি,হারা
হারাতে থাকবিই,হারা
হারাতে থাকবিও,হারা
হারাতে থাকবে,হারা
হারাতে থাকবেই,হারা
হারাতে থাকবেও,হারা
হারাতে থাকবেন,হারা
হারাতে থাকবেনই,হারা
হারাতে থাকবেনও,হারা
হারাতেই,হারা
হারাতেও,হারা
হারাতেন,হারা
হারাতেনই,হারা
হারাতেনও,হারা
হারান,হারা
হারানই,হারা
হারানও,হারা
হারানো,হারা
হারানোই,হারা
হারানোও,হারা
হারানোর,হারা
হারানোরই,হারা
হারানোরও,হারা
হারাব,হারা
হারাবই,হারা
হারাবও,হারা
হারাবি,হারা
হারাবিই,হারা
হারাবিও,হারা
হারাবে,হারা
হারাবেই,হারা
হারাবেও,হারা
হারাবেন,হারা
হারাবেনই,হারা
হারাবেনও,হারা
হারাল,হারা
হারালই,হারা
হারালও,হারা
হারালাম,হারা
হারালামই,হারা
হারালামও,হারা
হারালি,হারা
হারালিই,হারা
হারালিও,হারা
হারালে,হারা
হারালেই,হারা
হারালেও,হারা
হারালেন,হারা
হারালেনই,হারা
হারালেনও,হারা
হারাস,হারা
হারাসই,হারা
হারাসও,হারা
হারায়,হারা
হারায়ই,হারা
হারায়ও,হারা
হাস,হাস
হাসই,হাস
হাসও,হাস
হাসছ,হাস
হাসছই,হাস
হাসছও,হাস
হাসছি,হাস
হাসছিই,হাস
হাসছিও,হাস
হাসছিল,হাস
হাসছিলই,হাস
হাসছিলও,হাস
হাসছিলাম,হাস
হাসছিলামই,হাস
হাসছিলামও,হাস
হাসছিলি,হাস
হাসছিলিই,হাস
হাসছিলিও,হাস
হাসছিলে,হাস
হাসছিলেই,হাস
হাসছিলেও,হাস
হাসছিলেন,হাস
হাসছিলেনই,হাস
হাসছিলেনও,হাস
হাসছিস,হাস
হাসছিসই,হাস
হাসছিসও,হাস
হাসছে,হাস
হাসছেই,হাস
হাসছেও,হাস
হাসছেন,হাস
হাসছেনই,হাস
হাসছেনও,হাস
হাসত,হাস
হাসতই,হাস
হাসতও,হাস
হাসতাম,হাস
হাসতামই,হাস
হাসতামও,হাস
হাসতি,হাস
হাসতিই,হাস
হাসতিও,হাস
হাসতে,হাস
হাসতে থাকব,হাস
হাসতে থাকবই,হাস
হাসতে থাকবও,হাস
হাসতে থাকবি,হাস
হাসতে থাকবিই,হাস
হাসতে থাকবিও,হাস
হাসতে থাকবে,হাস
হাসতে থাকবেই,হাস
হাসতে থাকবেও,হাস
হাসতে থাকবেন,হাস
হাসতে থাকবেনই,হাস
হাসতে থাকবেনও,হাস
হাসতেই,হাস
হাসতেও,হাস
হাসতেন,হাস
হাসতেনই,হাস
হাসতেনও,হাস
হাসব,হাস
হাসবই,হাস
হাসবও,হাস
হাসবি,হাস
হাসবিই,হাস
হাসবিও,হাস
হাসবে,হাস
হাসবেই,হাস
হাসবেও,হাস
হাসবেন,হাস
হাসবেনই,হাস
হাসবেনও,হাস
